输入数据率rs,信源信息率Rs,信道数据率rc,信道输入信息率Rci,信道输出信息率Rco,信宿关于信源信息率RI,信宿误码率er
1.0000000000,0.9754647464,1.0000000000,0.9754647464,1.0000000000,1.0000000000,0.0000000000
