输入数据率rs,信源信息率Rs,信道数据率rc,信道输入信息率Rci,信道输出信息率Rco,信宿关于信源信息率RI,信宿误码率er
1.0000000000,0.4681957286,1.4045871858,0.4681957286,0.6576217208,0.4681957500,0.0000000000
