"X","Y","H(X)","H(Y)","H(XY)","H(X|Y)","H(Y|X)","I(X;Y)","p"
"""..\data\temp\datfile\non_ideal_none_source.100KB.dat""","""..\data\temp\datfile\non_ideal_none_channel.dat""","0","0","0","0","0","0.0","0.020087890625"
