Bit 0 Probability,Bit 1 Probability,Entropy,Redundancy
0.1024169921875,0.8975830078125,0.4654121257,0.5233892134581964
0.1019287109375,0.8980712890625,0.4649913231,0.5249201837554103
0.1019287109375,0.8980712890624999,0.4734110885,0.5249201837554102
0.099853515625,0.9001464843750001,0.4668312992,0.5314689229507037
0.10005249023437499,0.899947509765625,0.4689452253,0.5308380383840585
