"..\data\temp\datfile\non_ideal_channel_only_output.dat","3.722954","1024"
"..\data\temp\datfile\non_ideal_channel_only_output.dat","3.735175","1024"
"..\data\temp\datfile\non_ideal_channel_only_output.dat","3.701934","10240"
"..\data\temp\datfile\non_ideal_channel_only_output.dat","3.724999","10240"
"..\data\temp\datfile\non_ideal_channel_only_output.dat","3.791595","102400"
