"..\data\temp\datfile\non_ideal_output.dat","3.554915","1000"
"..\data\temp\datfile\non_ideal_output.dat","3.709066","1000"
"..\data\temp\datfile\non_ideal_output.dat","3.408607","296"
"..\data\temp\datfile\non_ideal_output.dat","3.813939","1000"
"..\data\temp\datfile\non_ideal_output.dat","3.786288","1024"
"..\data\temp\datfile\non_ideal_output.dat","3.764679","1024"
"..\data\temp\datfile\non_ideal_output.dat","3.667858","1024"
"..\data\temp\datfile\non_ideal_output.dat","3.908667","1024"
"..\data\temp\datfile\non_ideal_output.dat","3.648861","1024"
