"X","Y","H(X)","H(Y)","H(XY)","H(X|Y)","H(Y|X)","I(X;Y)","p"
"""..\data\temp\datfile\non_ideal_channel_only_source.100KB.dat""","""..\data\temp\datfile\non_ideal_channel_only_source_sink.dat""","0","0","0","0","0","0.0","0.001156005859375"
