"X","Y","H(X)","H(Y)","H(XY)","H(X|Y)","H(Y|X)","I(X;Y)","p"
"""..\data\temp\datfile\non_ideal_source_only_source.encode.huf""","""..\data\temp\datfile\non_ideal_source_only_channel.dat""","0","0","0","0","0","0.0","0.02035117325618772"
