Bit 0 Probability,Bit 1 Probability,Entropy,Redundancy
0.101806640625,0.898193359375,0.463761515,0.5253035128286128
0.101806640625,0.898193359375,0.4653571491,0.5253035128286128
0.0976318359375,0.9023681640625,0.4598137332,0.5385565776991391
0.098583984375,0.901416015625,0.4626453633,0.5355092084810413
0.10071533203125,0.8992846679687498,0.4710306632,0.5287409501200035
