Bit 0 Probability,Bit 1 Probability,Entropy,Redundancy
0.0992431640625,0.9007568359375,0.4562108163,0.5334081208871582
0.095703125,0.904296875,0.4435519523,0.5447750855686224
0.10125732421875,0.89874267578125,0.4710782229,0.5270314066132893
0.10021972656249999,0.8997802734375001,0.4677658562,0.5303082763960862
0.09990234375,0.9000976562500002,0.4685069667,0.5313140458580028
